price,actual_price,hour,day_of_week,day_of_month,day_of_year,week_of_year,month,quarter,is_weekend,hour_sin,hour_cos,weekday_sin,weekday_cos,month_sin,month_cos,price_lag_1,price_lag_2,price_lag_3,price_lag_6,price_lag_12,price_lag_24,price_lag_48,price_lag_72,price_lag_168,price_mean_3,price_std_3,price_min_3,price_max_3,price_mean_6,price_std_6,price_min_6,price_max_6,price_mean_12,price_std_12,price_min_12,price_max_12,price_mean_24,price_std_24,price_min_24,price_max_24,price_mean_48,price_std_48,price_min_48,price_max_48,price_mean_168,price_std_168,price_min_168,price_max_168,price_change_1h,price_change_24h,price_momentum_6h,price_volatility_24h,forecast_price,charge_power_mw,discharge_power_mw,net_revenue_usd,soc,timestamp
38.31,38.31,0,2,8,8,2,1,1,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,45.84,44.74,44.71,45.58,33.69,39.67,41.1,35.97,40.88,45.09666666666667,0.6439202849226333,44.71,45.84,44.821666666666665,1.6973322204763863,41.63,46.43,40.348333333333336,5.64926195233153,31.04,46.43,34.552083333333336,8.01497293340336,22.32,46.43,34.22666666666667,7.897158210484229,21.59,47.05,33.354166666666664,9.801639384854886,3.23,104.58,1.1000000000000014,4.180000000000007,2.780000000000001,8.01497293340336,39.57179269938608,0.0,0.0,0.0,0.5,2025-01-08 00:00:00+00:00
34.63,34.63,1,2,8,8,2,1,1,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,38.31,45.84,44.74,41.63,32.62,38.57,34.44,33.47,36.88,42.96333333333333,4.067263617388818,38.31,45.84,43.61000000000001,3.079694790072654,38.31,46.43,40.733333333333334,5.300930164231617,31.04,46.43,34.495416666666664,7.981955181187928,22.32,46.43,34.16854166666666,7.855650897252473,21.59,47.05,33.33886904761905,9.791823940337016,3.23,104.58,-7.530000000000001,-1.3599999999999994,-7.269999999999996,7.981955181187928,32.53003973439876,0.0,0.0,0.0,0.5,2025-01-08 01:00:00+00:00
31.7,31.7,2,2,8,8,2,1,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,34.63,38.31,45.84,46.43,31.04,30.93,37.63,30.24,36.26,39.593333333333334,5.714125771571244,34.63,45.84,42.443333333333335,4.816138148627729,34.63,46.43,40.90083333333333,5.046927883436228,31.04,46.43,34.33125,7.934887365300156,22.32,46.43,34.1725,7.855838457627579,21.59,47.05,33.32547619047619,9.788489684870026,3.23,104.58,-3.6799999999999997,-3.9399999999999977,-7.0,7.934887365300156,34.076127989516145,0.0,0.0,0.0,0.5,2025-01-08 02:00:00+00:00
29.29,29.29,3,2,8,8,2,1,1,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,31.7,34.63,38.31,44.71,38.25,28.13,28.03,27.05,35.86,34.88,3.312083936134648,31.7,38.31,39.98833333333334,5.988981271190232,31.7,45.84,40.95583333333334,4.9319855089614855,31.7,46.43,34.36333333333334,7.922083425280341,22.32,46.43,34.04895833333334,7.84693143428673,21.59,47.05,33.29833333333333,9.786625828638815,3.23,104.58,-2.9300000000000033,0.7699999999999996,-14.73,7.922083425280341,32.14141179097803,0.0,0.0,0.0,0.5,2025-01-08 03:00:00+00:00
28.73,28.73,4,2,8,8,2,1,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,29.29,31.7,34.63,44.74,36.59,30.33,30.59,21.69,29.05,31.873333333333335,2.674216396130721,29.29,34.63,37.41833333333333,6.809849973873682,29.29,45.84,40.20916666666667,5.951694118382424,29.29,46.43,34.41166666666667,7.8858556188012825,22.32,46.43,34.075208333333336,7.8284538267384525,21.59,47.05,33.25922619047619,9.789454548426948,3.23,104.58,-2.41,1.1600000000000001,-15.420000000000002,7.8858556188012825,24.35241202836541,50.0,0.0,-1436.5,0.95,2025-01-08 04:00:00+00:00
27.7,27.7,5,2,8,8,2,1,1,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,28.73,29.29,31.7,45.84,43.06,27.69,32.53,22.1,26.98,29.906666666666666,1.5781106847538544,28.73,31.7,34.75,6.49662373852763,28.73,45.84,39.55416666666667,6.763363147178048,28.73,46.43,34.345,7.928509920862649,22.32,46.43,34.036458333333336,7.850644231481312,21.59,47.05,33.25732142857142,9.790309548005391,3.23,104.58,-0.5599999999999987,-1.5999999999999979,-16.01,7.928509920862649,24.944551232844205,50.0,0.0,-1385.0,0.95,2025-01-08 05:00:00+00:00
25.95,25.95,6,2,8,8,2,1,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,27.7,28.73,29.29,38.31,45.58,25.99,22.99,20.71,29.93,28.573333333333334,0.8064944719799509,27.7,29.29,31.72666666666667,4.071897182722981,27.7,38.31,38.274166666666666,7.457415416682233,27.7,46.43,34.34541666666667,7.928145229204771,22.32,46.43,33.93583333333333,7.9011555398718905,21.59,47.05,33.261607142857144,9.787702435122936,3.23,104.58,-1.0300000000000011,0.00999999999999801,-18.140000000000004,7.928145229204771,26.76960100791821,50.0,0.0,-1297.5,0.95,2025-01-08 06:00:00+00:00
26.33,26.33,7,2,8,8,2,1,1,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,25.95,27.7,28.73,34.63,41.63,25.23,23.05,18.56,26.9,27.459999999999997,1.4054536634129327,25.95,28.73,29.666666666666668,3.0812248646710825,25.95,34.63,36.638333333333335,7.851704891102945,25.95,46.43,34.34375,7.929982078218691,22.32,46.43,33.997499999999995,7.825093161025205,21.59,47.05,33.23791666666667,9.800622786893594,3.23,104.58,-1.75,-0.03999999999999915,-12.360000000000003,7.929982078218691,26.039393519141043,50.0,0.0,-1316.5,0.95,2025-01-08 07:00:00+00:00
23.95,23.95,8,2,8,8,2,1,1,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,26.33,25.95,27.7,31.7,46.43,22.32,24.37,19.82,23.47,26.659999999999997,0.9204890004778938,25.95,27.7,28.28333333333333,2.120694854680257,25.95,31.7,35.36333333333334,8.201881528409249,25.95,46.43,34.389583333333334,7.878025287312569,22.32,46.43,34.06583333333333,7.741332238232323,21.59,47.05,33.234523809523814,9.8029284277663,3.23,104.58,0.379999999999999,1.0999999999999979,-8.300000000000004,7.878025287312569,24.40799710623928,50.0,0.0,-1197.5,0.95,2025-01-08 08:00:00+00:00
27.9,27.9,9,2,8,8,2,1,1,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,23.95,26.33,25.95,29.29,44.71,24.94,23.21,21.58,26.34,25.409999999999997,1.2785929766742528,23.95,26.33,26.991666666666664,1.9789130012881597,23.95,29.29,33.49,8.009426264777609,23.95,45.84,34.4575,7.775812134293507,23.95,46.43,34.05708333333333,7.752753514509385,21.59,47.05,33.23738095238095,9.800134988566533,3.23,104.58,-2.379999999999999,1.629999999999999,-7.75,7.775812134293507,26.267390181066048,50.0,0.0,-1395.0,0.95,2025-01-08 09:00:00+00:00
